actor,gender,emotion,emotion_lb,path,dataset,length_sec
2,female,4,sad,Data\Processed_Audio\Actor_02\03-01-04-01-01-01-02.wav,RAVDESS,1.856
2,female,4,sad,Data\Processed_Audio\Actor_02\03-01-04-01-01-02-02.wav,RAVDESS,1.792
2,female,4,sad,Data\Processed_Audio\Actor_02\03-01-04-01-02-01-02.wav,RAVDESS,1.76
2,female,4,sad,Data\Processed_Audio\Actor_02\03-01-04-01-02-02-02.wav,RAVDESS,1.792
2,female,4,sad,Data\Processed_Audio\Actor_02\03-01-04-02-01-01-02.wav,RAVDESS,1.6
2,female,4,sad,Data\Processed_Audio\Actor_02\03-01-04-02-01-02-02.wav,RAVDESS,1.856
2,female,4,sad,Data\Processed_Audio\Actor_02\03-01-04-02-02-01-02.wav,RAVDESS,1.728
2,female,4,sad,Data\Processed_Audio\Actor_02\03-01-04-02-02-02-02.wav,RAVDESS,1.696
2,female,5,angry,Data\Processed_Audio\Actor_02\03-01-05-01-01-01-02.wav,RAVDESS,1.696
2,female,5,angry,Data\Processed_Audio\Actor_02\03-01-05-01-01-02-02.wav,RAVDESS,1.888
2,female,5,angry,Data\Processed_Audio\Actor_02\03-01-05-01-02-01-02.wav,RAVDESS,1.76
2,female,5,angry,Data\Processed_Audio\Actor_02\03-01-05-01-02-02-02.wav,RAVDESS,1.728
2,female,5,angry,Data\Processed_Audio\Actor_02\03-01-05-02-01-01-02.wav,RAVDESS,1.856
2,female,5,angry,Data\Processed_Audio\Actor_02\03-01-05-02-01-02-02.wav,RAVDESS,1.952
2,female,5,angry,Data\Processed_Audio\Actor_02\03-01-05-02-02-01-02.wav,RAVDESS,1.92
2,female,5,angry,Data\Processed_Audio\Actor_02\03-01-05-02-02-02-02.wav,RAVDESS,1.984
2,female,6,fearful,Data\Processed_Audio\Actor_02\03-01-06-01-01-01-02.wav,RAVDESS,1.664
2,female,6,fearful,Data\Processed_Audio\Actor_02\03-01-06-01-01-02-02.wav,RAVDESS,1.728
2,female,6,fearful,Data\Processed_Audio\Actor_02\03-01-06-01-02-01-02.wav,RAVDESS,1.696
2,female,6,fearful,Data\Processed_Audio\Actor_02\03-01-06-01-02-02-02.wav,RAVDESS,1.76
2,female,6,fearful,Data\Processed_Audio\Actor_02\03-01-06-02-01-01-02.wav,RAVDESS,1.6
2,female,6,fearful,Data\Processed_Audio\Actor_02\03-01-06-02-01-02-02.wav,RAVDESS,1.504
2,female,6,fearful,Data\Processed_Audio\Actor_02\03-01-06-02-02-01-02.wav,RAVDESS,1.568
2,female,6,fearful,Data\Processed_Audio\Actor_02\03-01-06-02-02-02-02.wav,RAVDESS,1.536
2,female,7,disgust,Data\Processed_Audio\Actor_02\03-01-07-01-01-01-02.wav,RAVDESS,1.728
2,female,7,disgust,Data\Processed_Audio\Actor_02\03-01-07-01-01-02-02.wav,RAVDESS,1.664
2,female,7,disgust,Data\Processed_Audio\Actor_02\03-01-07-01-02-01-02.wav,RAVDESS,1.92
2,female,7,disgust,Data\Processed_Audio\Actor_02\03-01-07-01-02-02-02.wav,RAVDESS,1.856
2,female,7,disgust,Data\Processed_Audio\Actor_02\03-01-07-02-01-01-02.wav,RAVDESS,2.08
2,female,7,disgust,Data\Processed_Audio\Actor_02\03-01-07-02-01-02-02.wav,RAVDESS,2.048
2,female,7,disgust,Data\Processed_Audio\Actor_02\03-01-07-02-02-01-02.wav,RAVDESS,2.048
2,female,7,disgust,Data\Processed_Audio\Actor_02\03-01-07-02-02-02-02.wav,RAVDESS,2.048
2,female,8,surprised,Data\Processed_Audio\Actor_02\03-01-08-01-01-01-02.wav,RAVDESS,1.536
2,female,8,surprised,Data\Processed_Audio\Actor_02\03-01-08-01-01-02-02.wav,RAVDESS,1.6
2,female,8,surprised,Data\Processed_Audio\Actor_02\03-01-08-01-02-01-02.wav,RAVDESS,1.6
2,female,8,surprised,Data\Processed_Audio\Actor_02\03-01-08-01-02-02-02.wav,RAVDESS,1.6
2,female,8,surprised,Data\Processed_Audio\Actor_02\03-01-08-02-01-01-02.wav,RAVDESS,1.76
2,female,8,surprised,Data\Processed_Audio\Actor_02\03-01-08-02-01-02-02.wav,RAVDESS,1.792
2,female,8,surprised,Data\Processed_Audio\Actor_02\03-01-08-02-02-01-02.wav,RAVDESS,1.792
2,female,8,surprised,Data\Processed_Audio\Actor_02\03-01-08-02-02-02-02.wav,RAVDESS,1.824
2,female,1,neutral,Data\Processed_Audio\Actor_02\03-02-01-01-01-01-02.wav,RAVDESS,2.752
2,female,1,neutral,Data\Processed_Audio\Actor_02\03-02-01-01-01-02-02.wav,RAVDESS,2.976
2,female,1,neutral,Data\Processed_Audio\Actor_02\03-02-01-01-02-01-02.wav,RAVDESS,2.88
2,female,1,neutral,Data\Processed_Audio\Actor_02\03-02-01-01-02-02-02.wav,RAVDESS,3.008
2,female,2,calm,Data\Processed_Audio\Actor_02\03-02-02-01-01-01-02.wav,RAVDESS,3.488
2,female,2,calm,Data\Processed_Audio\Actor_02\03-02-02-01-01-02-02.wav,RAVDESS,3.36
2,female,2,calm,Data\Processed_Audio\Actor_02\03-02-02-01-02-01-02.wav,RAVDESS,3.424
2,female,2,calm,Data\Processed_Audio\Actor_02\03-02-02-01-02-02-02.wav,RAVDESS,3.456
2,female,2,calm,Data\Processed_Audio\Actor_02\03-02-02-02-01-01-02.wav,RAVDESS,3.392
2,female,2,calm,Data\Processed_Audio\Actor_02\03-02-02-02-01-02-02.wav,RAVDESS,3.872
2,female,2,calm,Data\Processed_Audio\Actor_02\03-02-02-02-02-01-02.wav,RAVDESS,3.84
2,female,2,calm,Data\Processed_Audio\Actor_02\03-02-02-02-02-02-02.wav,RAVDESS,3.936
2,female,3,happy,Data\Processed_Audio\Actor_02\03-02-03-01-01-01-02.wav,RAVDESS,3.104
2,female,3,happy,Data\Processed_Audio\Actor_02\03-02-03-01-01-02-02.wav,RAVDESS,3.136
2,female,3,happy,Data\Processed_Audio\Actor_02\03-02-03-01-02-01-02.wav,RAVDESS,2.656
2,female,3,happy,Data\Processed_Audio\Actor_02\03-02-03-01-02-02-02.wav,RAVDESS,2.624
2,female,3,happy,Data\Processed_Audio\Actor_02\03-02-03-02-01-01-02.wav,RAVDESS,2.208
2,female,3,happy,Data\Processed_Audio\Actor_02\03-02-03-02-01-02-02.wav,RAVDESS,2.272
2,female,3,happy,Data\Processed_Audio\Actor_02\03-02-03-02-02-01-02.wav,RAVDESS,2.368
2,female,3,happy,Data\Processed_Audio\Actor_02\03-02-03-02-02-02-02.wav,RAVDESS,2.336
2,female,4,sad,Data\Processed_Audio\Actor_02\03-02-04-01-01-01-02.wav,RAVDESS,3.168
2,female,4,sad,Data\Processed_Audio\Actor_02\03-02-04-01-01-02-02.wav,RAVDESS,3.136
2,female,4,sad,Data\Processed_Audio\Actor_02\03-02-04-01-02-01-02.wav,RAVDESS,3.296
2,female,4,sad,Data\Processed_Audio\Actor_02\03-02-04-01-02-02-02.wav,RAVDESS,3.264
2,female,4,sad,Data\Processed_Audio\Actor_02\03-02-04-02-01-01-02.wav,RAVDESS,3.136
2,female,4,sad,Data\Processed_Audio\Actor_02\03-02-04-02-01-02-02.wav,RAVDESS,3.168
2,female,4,sad,Data\Processed_Audio\Actor_02\03-02-04-02-02-01-02.wav,RAVDESS,3.232
2,female,4,sad,Data\Processed_Audio\Actor_02\03-02-04-02-02-02-02.wav,RAVDESS,3.232
2,female,5,angry,Data\Processed_Audio\Actor_02\03-02-05-01-01-01-02.wav,RAVDESS,2.4
2,female,5,angry,Data\Processed_Audio\Actor_02\03-02-05-01-01-02-02.wav,RAVDESS,2.56
2,female,5,angry,Data\Processed_Audio\Actor_02\03-02-05-01-02-01-02.wav,RAVDESS,2.72
2,female,5,angry,Data\Processed_Audio\Actor_02\03-02-05-01-02-02-02.wav,RAVDESS,2.624
2,female,5,angry,Data\Processed_Audio\Actor_02\03-02-05-02-01-01-02.wav,RAVDESS,2.56
2,female,5,angry,Data\Processed_Audio\Actor_02\03-02-05-02-01-02-02.wav,RAVDESS,2.592
2,female,5,angry,Data\Processed_Audio\Actor_02\03-02-05-02-02-01-02.wav,RAVDESS,2.528
2,female,5,angry,Data\Processed_Audio\Actor_02\03-02-05-02-02-02-02.wav,RAVDESS,2.528
2,female,6,fearful,Data\Processed_Audio\Actor_02\03-02-06-01-01-01-02.wav,RAVDESS,2.784
2,female,6,fearful,Data\Processed_Audio\Actor_02\03-02-06-01-01-02-02.wav,RAVDESS,2.656
2,female,6,fearful,Data\Processed_Audio\Actor_02\03-02-06-01-02-01-02.wav,RAVDESS,2.784
2,female,6,fearful,Data\Processed_Audio\Actor_02\03-02-06-01-02-02-02.wav,RAVDESS,2.688
2,female,6,fearful,Data\Processed_Audio\Actor_02\03-02-06-02-01-01-02.wav,RAVDESS,2.272
2,female,6,fearful,Data\Processed_Audio\Actor_02\03-02-06-02-01-02-02.wav,RAVDESS,2.432
2,female,6,fearful,Data\Processed_Audio\Actor_02\03-02-06-02-02-01-02.wav,RAVDESS,2.464
2,female,6,fearful,Data\Processed_Audio\Actor_02\03-02-06-02-02-02-02.wav,RAVDESS,2.432
3,male,1,neutral,Data\Processed_Audio\Actor_03\03-01-01-01-01-01-03.wav,RAVDESS,1.504
3,male,1,neutral,Data\Processed_Audio\Actor_03\03-01-01-01-01-02-03.wav,RAVDESS,1.6
3,male,1,neutral,Data\Processed_Audio\Actor_03\03-01-01-01-02-01-03.wav,RAVDESS,1.632
3,male,1,neutral,Data\Processed_Audio\Actor_03\03-01-01-01-02-02-03.wav,RAVDESS,1.536
3,male,2,calm,Data\Processed_Audio\Actor_03\03-01-02-01-01-01-03.wav,RAVDESS,2.016
3,male,2,calm,Data\Processed_Audio\Actor_03\03-01-02-01-01-02-03.wav,RAVDESS,1.984
3,male,2,calm,Data\Processed_Audio\Actor_03\03-01-02-01-02-01-03.wav,RAVDESS,2.112
3,male,2,calm,Data\Processed_Audio\Actor_03\03-01-02-01-02-02-03.wav,RAVDESS,2.496
3,male,2,calm,Data\Processed_Audio\Actor_03\03-01-02-02-01-01-03.wav,RAVDESS,2.848
3,male,2,calm,Data\Processed_Audio\Actor_03\03-01-02-02-01-02-03.wav,RAVDESS,2.176
3,male,2,calm,Data\Processed_Audio\Actor_03\03-01-02-02-02-01-03.wav,RAVDESS,2.688
3,male,2,calm,Data\Processed_Audio\Actor_03\03-01-02-02-02-02-03.wav,RAVDESS,2.624
3,male,3,happy,Data\Processed_Audio\Actor_03\03-01-03-01-01-01-03.wav,RAVDESS,1.856
3,male,3,happy,Data\Processed_Audio\Actor_03\03-01-03-01-01-02-03.wav,RAVDESS,1.76
3,male,3,happy,Data\Processed_Audio\Actor_03\03-01-03-01-02-01-03.wav,RAVDESS,1.664
3,male,3,happy,Data\Processed_Audio\Actor_03\03-01-03-01-02-02-03.wav,RAVDESS,1.632
3,male,3,happy,Data\Processed_Audio\Actor_03\03-01-03-02-01-01-03.wav,RAVDESS,2.272
3,male,3,happy,Data\Processed_Audio\Actor_03\03-01-03-02-01-02-03.wav,RAVDESS,2.464
3,male,3,happy,Data\Processed_Audio\Actor_03\03-01-03-02-02-01-03.wav,RAVDESS,2.656
3,male,3,happy,Data\Processed_Audio\Actor_03\03-01-03-02-02-02-03.wav,RAVDESS,2.112
3,male,4,sad,Data\Processed_Audio\Actor_03\03-01-04-01-01-01-03.wav,RAVDESS,1.792
3,male,4,sad,Data\Processed_Audio\Actor_03\03-01-04-01-01-02-03.wav,RAVDESS,2.208
3,male,4,sad,Data\Processed_Audio\Actor_03\03-01-04-01-02-01-03.wav,RAVDESS,2.272
3,male,4,sad,Data\Processed_Audio\Actor_03\03-01-04-01-02-02-03.wav,RAVDESS,2.208
3,male,4,sad,Data\Processed_Audio\Actor_03\03-01-04-02-01-01-03.wav,RAVDESS,2.56
3,male,4,sad,Data\Processed_Audio\Actor_03\03-01-04-02-01-02-03.wav,RAVDESS,2.848
3,male,4,sad,Data\Processed_Audio\Actor_03\03-01-04-02-02-01-03.wav,RAVDESS,3.088
3,male,4,sad,Data\Processed_Audio\Actor_03\03-01-04-02-02-02-03.wav,RAVDESS,2.048
3,male,5,angry,Data\Processed_Audio\Actor_03\03-01-05-01-01-01-03.wav,RAVDESS,2.08
3,male,5,angry,Data\Processed_Audio\Actor_03\03-01-05-01-01-02-03.wav,RAVDESS,2.048
3,male,5,angry,Data\Processed_Audio\Actor_03\03-01-05-01-02-01-03.wav,RAVDESS,1.92
3,male,5,angry,Data\Processed_Audio\Actor_03\03-01-05-01-02-02-03.wav,RAVDESS,1.984
3,male,5,angry,Data\Processed_Audio\Actor_03\03-01-05-02-01-01-03.wav,RAVDESS,2.464
3,male,5,angry,Data\Processed_Audio\Actor_03\03-01-05-02-01-02-03.wav,RAVDESS,2.432
3,male,5,angry,Data\Processed_Audio\Actor_03\03-01-05-02-02-01-03.wav,RAVDESS,2.336
3,male,5,angry,Data\Processed_Audio\Actor_03\03-01-05-02-02-02-03.wav,RAVDESS,2.656
3,male,6,fearful,Data\Processed_Audio\Actor_03\03-01-06-01-01-01-03.wav,RAVDESS,1.92
3,male,6,fearful,Data\Processed_Audio\Actor_03\03-01-06-01-01-02-03.wav,RAVDESS,1.952
3,male,6,fearful,Data\Processed_Audio\Actor_03\03-01-06-01-02-01-03.wav,RAVDESS,1.632
3,male,6,fearful,Data\Processed_Audio\Actor_03\03-01-06-01-02-02-03.wav,RAVDESS,2.016
3,male,6,fearful,Data\Processed_Audio\Actor_03\03-01-06-02-01-01-03.wav,RAVDESS,2.624
3,male,6,fearful,Data\Processed_Audio\Actor_03\03-01-06-02-01-02-03.wav,RAVDESS,2.144
3,male,6,fearful,Data\Processed_Audio\Actor_03\03-01-06-02-02-01-03.wav,RAVDESS,1.888
3,male,6,fearful,Data\Processed_Audio\Actor_03\03-01-06-02-02-02-03.wav,RAVDESS,1.536
3,male,7,disgust,Data\Processed_Audio\Actor_03\03-01-07-01-01-01-03.wav,RAVDESS,2.144
3,male,7,disgust,Data\Processed_Audio\Actor_03\03-01-07-01-01-02-03.wav,RAVDESS,2.016
3,male,7,disgust,Data\Processed_Audio\Actor_03\03-01-07-01-02-01-03.wav,RAVDESS,1.92
3,male,7,disgust,Data\Processed_Audio\Actor_03\03-01-07-01-02-02-03.wav,RAVDESS,2.08
