actor,gender,emotion,emotion_lb,path,dataset,length_sec,sentiment,sentiment_name
1,male,6,fearful,Data/Processed_Audio/Actor_01/03-01-06-01-02-02-01.wav,RAVDESS,1.76,0,Negative
1,male,6,fearful,Data/Processed_Audio/Actor_01/03-01-06-02-01-01-01.wav,RAVDESS,2.816,0,Negative
1,male,6,fearful,Data/Processed_Audio/Actor_01/03-01-06-02-01-02-01.wav,RAVDESS,2.112,0,Negative
1,male,6,fearful,Data/Processed_Audio/Actor_01/03-01-06-02-02-01-01.wav,RAVDESS,1.824,0,Negative
1,male,6,fearful,Data/Processed_Audio/Actor_01/03-01-06-02-02-02-01.wav,RAVDESS,1.792,0,Negative
1,male,7,disgust,Data/Processed_Audio/Actor_01/03-01-07-01-01-01-01.wav,RAVDESS,1.92,0,Negative
1,male,7,disgust,Data/Processed_Audio/Actor_01/03-01-07-01-01-02-01.wav,RAVDESS,1.888,0,Negative
1,male,7,disgust,Data/Processed_Audio/Actor_01/03-01-07-01-02-01-01.wav,RAVDESS,1.984,0,Negative
1,male,7,disgust,Data/Processed_Audio/Actor_01/03-01-07-01-02-02-01.wav,RAVDESS,1.888,0,Negative
1,male,7,disgust,Data/Processed_Audio/Actor_01/03-01-07-02-01-01-01.wav,RAVDESS,2.24,0,Negative
1,male,7,disgust,Data/Processed_Audio/Actor_01/03-01-07-02-01-02-01.wav,RAVDESS,1.984,0,Negative
1,male,7,disgust,Data/Processed_Audio/Actor_01/03-01-07-02-02-01-01.wav,RAVDESS,2.368,0,Negative
1,male,7,disgust,Data/Processed_Audio/Actor_01/03-01-07-02-02-02-01.wav,RAVDESS,2.336,0,Negative
1,male,4,sad,Data/Processed_Audio/Actor_01/03-02-04-01-01-01-01.wav,RAVDESS,2.464,0,Negative
1,male,4,sad,Data/Processed_Audio/Actor_01/03-02-04-01-01-02-01.wav,RAVDESS,2.496,0,Negative
1,male,4,sad,Data/Processed_Audio/Actor_01/03-02-04-01-02-01-01.wav,RAVDESS,2.816,0,Negative
1,male,4,sad,Data/Processed_Audio/Actor_01/03-02-04-01-02-02-01.wav,RAVDESS,2.592,0,Negative
1,male,4,sad,Data/Processed_Audio/Actor_01/03-02-04-02-01-01-01.wav,RAVDESS,2.24,0,Negative
1,male,4,sad,Data/Processed_Audio/Actor_01/03-02-04-02-01-02-01.wav,RAVDESS,2.24,0,Negative
1,male,4,sad,Data/Processed_Audio/Actor_01/03-02-04-02-02-01-01.wav,RAVDESS,2.304,0,Negative
1,male,4,sad,Data/Processed_Audio/Actor_01/03-02-04-02-02-02-01.wav,RAVDESS,2.656,0,Negative
1,male,5,angry,Data/Processed_Audio/Actor_01/03-02-05-01-01-01-01.wav,RAVDESS,2.336,0,Negative
1,male,5,angry,Data/Processed_Audio/Actor_01/03-02-05-01-01-02-01.wav,RAVDESS,2.72,0,Negative
1,male,5,angry,Data/Processed_Audio/Actor_01/03-02-05-01-02-01-01.wav,RAVDESS,2.56,0,Negative
1,male,5,angry,Data/Processed_Audio/Actor_01/03-02-05-01-02-02-01.wav,RAVDESS,2.72,0,Negative
1,male,5,angry,Data/Processed_Audio/Actor_01/03-02-05-02-01-01-01.wav,RAVDESS,3.456,0,Negative
1,male,5,angry,Data/Processed_Audio/Actor_01/03-02-05-02-01-02-01.wav,RAVDESS,3.296,0,Negative
1,male,5,angry,Data/Processed_Audio/Actor_01/03-02-05-02-02-01-01.wav,RAVDESS,2.912,0,Negative
1,male,5,angry,Data/Processed_Audio/Actor_01/03-02-05-02-02-02-01.wav,RAVDESS,3.136,0,Negative
1,male,6,fearful,Data/Processed_Audio/Actor_01/03-02-06-01-01-01-01.wav,RAVDESS,2.4,0,Negative
1,male,6,fearful,Data/Processed_Audio/Actor_01/03-02-06-01-01-02-01.wav,RAVDESS,2.336,0,Negative
1,male,6,fearful,Data/Processed_Audio/Actor_01/03-02-06-01-02-01-01.wav,RAVDESS,2.336,0,Negative
1,male,6,fearful,Data/Processed_Audio/Actor_01/03-02-06-01-02-02-01.wav,RAVDESS,2.464,0,Negative
1,male,6,fearful,Data/Processed_Audio/Actor_01/03-02-06-02-01-01-01.wav,RAVDESS,2.304,0,Negative
1,male,6,fearful,Data/Processed_Audio/Actor_01/03-02-06-02-01-02-01.wav,RAVDESS,2.496,0,Negative
1,male,6,fearful,Data/Processed_Audio/Actor_01/03-02-06-02-02-01-01.wav,RAVDESS,2.304,0,Negative
1,male,6,fearful,Data/Processed_Audio/Actor_01/03-02-06-02-02-02-01.wav,RAVDESS,2.208,0,Negative
2,female,4,sad,Data/Processed_Audio/Actor_02/03-01-04-01-01-01-02.wav,RAVDESS,1.856,0,Negative
2,female,4,sad,Data/Processed_Audio/Actor_02/03-01-04-01-01-02-02.wav,RAVDESS,1.792,0,Negative
2,female,4,sad,Data/Processed_Audio/Actor_02/03-01-04-01-02-01-02.wav,RAVDESS,1.76,0,Negative
2,female,4,sad,Data/Processed_Audio/Actor_02/03-01-04-01-02-02-02.wav,RAVDESS,1.792,0,Negative
2,female,4,sad,Data/Processed_Audio/Actor_02/03-01-04-02-01-01-02.wav,RAVDESS,1.6,0,Negative
2,female,4,sad,Data/Processed_Audio/Actor_02/03-01-04-02-01-02-02.wav,RAVDESS,1.856,0,Negative
2,female,4,sad,Data/Processed_Audio/Actor_02/03-01-04-02-02-01-02.wav,RAVDESS,1.728,0,Negative
2,female,4,sad,Data/Processed_Audio/Actor_02/03-01-04-02-02-02-02.wav,RAVDESS,1.696,0,Negative
2,female,5,angry,Data/Processed_Audio/Actor_02/03-01-05-01-01-01-02.wav,RAVDESS,1.696,0,Negative
2,female,5,angry,Data/Processed_Audio/Actor_02/03-01-05-01-01-02-02.wav,RAVDESS,1.888,0,Negative
2,female,5,angry,Data/Processed_Audio/Actor_02/03-01-05-01-02-01-02.wav,RAVDESS,1.76,0,Negative
2,female,5,angry,Data/Processed_Audio/Actor_02/03-01-05-01-02-02-02.wav,RAVDESS,1.728,0,Negative
2,female,5,angry,Data/Processed_Audio/Actor_02/03-01-05-02-01-01-02.wav,RAVDESS,1.856,0,Negative
2,female,5,angry,Data/Processed_Audio/Actor_02/03-01-05-02-01-02-02.wav,RAVDESS,1.952,0,Negative
2,female,5,angry,Data/Processed_Audio/Actor_02/03-01-05-02-02-01-02.wav,RAVDESS,1.92,0,Negative
2,female,5,angry,Data/Processed_Audio/Actor_02/03-01-05-02-02-02-02.wav,RAVDESS,1.984,0,Negative
2,female,6,fearful,Data/Processed_Audio/Actor_02/03-01-06-01-01-01-02.wav,RAVDESS,1.664,0,Negative
2,female,6,fearful,Data/Processed_Audio/Actor_02/03-01-06-01-01-02-02.wav,RAVDESS,1.728,0,Negative
2,female,6,fearful,Data/Processed_Audio/Actor_02/03-01-06-01-02-01-02.wav,RAVDESS,1.696,0,Negative
2,female,6,fearful,Data/Processed_Audio/Actor_02/03-01-06-01-02-02-02.wav,RAVDESS,1.76,0,Negative
2,female,6,fearful,Data/Processed_Audio/Actor_02/03-01-06-02-01-01-02.wav,RAVDESS,1.6,0,Negative
2,female,6,fearful,Data/Processed_Audio/Actor_02/03-01-06-02-01-02-02.wav,RAVDESS,1.504,0,Negative
2,female,6,fearful,Data/Processed_Audio/Actor_02/03-01-06-02-02-01-02.wav,RAVDESS,1.568,0,Negative
2,female,6,fearful,Data/Processed_Audio/Actor_02/03-01-06-02-02-02-02.wav,RAVDESS,1.536,0,Negative
2,female,7,disgust,Data/Processed_Audio/Actor_02/03-01-07-01-01-01-02.wav,RAVDESS,1.728,0,Negative
2,female,7,disgust,Data/Processed_Audio/Actor_02/03-01-07-01-01-02-02.wav,RAVDESS,1.664,0,Negative
2,female,7,disgust,Data/Processed_Audio/Actor_02/03-01-07-01-02-01-02.wav,RAVDESS,1.92,0,Negative
2,female,7,disgust,Data/Processed_Audio/Actor_02/03-01-07-01-02-02-02.wav,RAVDESS,1.856,0,Negative
2,female,7,disgust,Data/Processed_Audio/Actor_02/03-01-07-02-01-01-02.wav,RAVDESS,2.08,0,Negative
2,female,7,disgust,Data/Processed_Audio/Actor_02/03-01-07-02-01-02-02.wav,RAVDESS,2.048,0,Negative
2,female,7,disgust,Data/Processed_Audio/Actor_02/03-01-07-02-02-01-02.wav,RAVDESS,2.048,0,Negative
2,female,7,disgust,Data/Processed_Audio/Actor_02/03-01-07-02-02-02-02.wav,RAVDESS,2.048,0,Negative
2,female,4,sad,Data/Processed_Audio/Actor_02/03-02-04-01-01-01-02.wav,RAVDESS,3.168,0,Negative
2,female,4,sad,Data/Processed_Audio/Actor_02/03-02-04-01-01-02-02.wav,RAVDESS,3.136,0,Negative
2,female,4,sad,Data/Processed_Audio/Actor_02/03-02-04-01-02-01-02.wav,RAVDESS,3.296,0,Negative
2,female,4,sad,Data/Processed_Audio/Actor_02/03-02-04-01-02-02-02.wav,RAVDESS,3.264,0,Negative
2,female,4,sad,Data/Processed_Audio/Actor_02/03-02-04-02-01-01-02.wav,RAVDESS,3.136,0,Negative
2,female,4,sad,Data/Processed_Audio/Actor_02/03-02-04-02-01-02-02.wav,RAVDESS,3.168,0,Negative
2,female,4,sad,Data/Processed_Audio/Actor_02/03-02-04-02-02-01-02.wav,RAVDESS,3.232,0,Negative
2,female,4,sad,Data/Processed_Audio/Actor_02/03-02-04-02-02-02-02.wav,RAVDESS,3.232,0,Negative
2,female,5,angry,Data/Processed_Audio/Actor_02/03-02-05-01-01-01-02.wav,RAVDESS,2.4,0,Negative
2,female,5,angry,Data/Processed_Audio/Actor_02/03-02-05-01-01-02-02.wav,RAVDESS,2.56,0,Negative
2,female,5,angry,Data/Processed_Audio/Actor_02/03-02-05-01-02-01-02.wav,RAVDESS,2.72,0,Negative
2,female,5,angry,Data/Processed_Audio/Actor_02/03-02-05-01-02-02-02.wav,RAVDESS,2.624,0,Negative
2,female,5,angry,Data/Processed_Audio/Actor_02/03-02-05-02-01-01-02.wav,RAVDESS,2.56,0,Negative
2,female,5,angry,Data/Processed_Audio/Actor_02/03-02-05-02-01-02-02.wav,RAVDESS,2.592,0,Negative
2,female,5,angry,Data/Processed_Audio/Actor_02/03-02-05-02-02-01-02.wav,RAVDESS,2.528,0,Negative
2,female,5,angry,Data/Processed_Audio/Actor_02/03-02-05-02-02-02-02.wav,RAVDESS,2.528,0,Negative
2,female,6,fearful,Data/Processed_Audio/Actor_02/03-02-06-01-01-01-02.wav,RAVDESS,2.784,0,Negative
2,female,6,fearful,Data/Processed_Audio/Actor_02/03-02-06-01-01-02-02.wav,RAVDESS,2.656,0,Negative
2,female,6,fearful,Data/Processed_Audio/Actor_02/03-02-06-01-02-01-02.wav,RAVDESS,2.784,0,Negative
2,female,6,fearful,Data/Processed_Audio/Actor_02/03-02-06-01-02-02-02.wav,RAVDESS,2.688,0,Negative
2,female,6,fearful,Data/Processed_Audio/Actor_02/03-02-06-02-01-01-02.wav,RAVDESS,2.272,0,Negative
2,female,6,fearful,Data/Processed_Audio/Actor_02/03-02-06-02-01-02-02.wav,RAVDESS,2.432,0,Negative
2,female,6,fearful,Data/Processed_Audio/Actor_02/03-02-06-02-02-01-02.wav,RAVDESS,2.464,0,Negative
2,female,6,fearful,Data/Processed_Audio/Actor_02/03-02-06-02-02-02-02.wav,RAVDESS,2.432,0,Negative
3,male,4,sad,Data/Processed_Audio/Actor_03/03-01-04-01-01-01-03.wav,RAVDESS,1.792,0,Negative
3,male,4,sad,Data/Processed_Audio/Actor_03/03-01-04-01-01-02-03.wav,RAVDESS,2.208,0,Negative
3,male,4,sad,Data/Processed_Audio/Actor_03/03-01-04-01-02-01-03.wav,RAVDESS,2.272,0,Negative
3,male,4,sad,Data/Processed_Audio/Actor_03/03-01-04-01-02-02-03.wav,RAVDESS,2.208,0,Negative
3,male,4,sad,Data/Processed_Audio/Actor_03/03-01-04-02-01-01-03.wav,RAVDESS,2.56,0,Negative
3,male,4,sad,Data/Processed_Audio/Actor_03/03-01-04-02-01-02-03.wav,RAVDESS,2.848,0,Negative
3,male,4,sad,Data/Processed_Audio/Actor_03/03-01-04-02-02-01-03.wav,RAVDESS,3.088,0,Negative
3,male,4,sad,Data/Processed_Audio/Actor_03/03-01-04-02-02-02-03.wav,RAVDESS,2.048,0,Negative
3,male,5,angry,Data/Processed_Audio/Actor_03/03-01-05-01-01-01-03.wav,RAVDESS,2.08,0,Negative
3,male,5,angry,Data/Processed_Audio/Actor_03/03-01-05-01-01-02-03.wav,RAVDESS,2.048,0,Negative
3,male,5,angry,Data/Processed_Audio/Actor_03/03-01-05-01-02-01-03.wav,RAVDESS,1.92,0,Negative
3,male,5,angry,Data/Processed_Audio/Actor_03/03-01-05-01-02-02-03.wav,RAVDESS,1.984,0,Negative
3,male,5,angry,Data/Processed_Audio/Actor_03/03-01-05-02-01-01-03.wav,RAVDESS,2.464,0,Negative
3,male,5,angry,Data/Processed_Audio/Actor_03/03-01-05-02-01-02-03.wav,RAVDESS,2.432,0,Negative
3,male,5,angry,Data/Processed_Audio/Actor_03/03-01-05-02-02-01-03.wav,RAVDESS,2.336,0,Negative
3,male,5,angry,Data/Processed_Audio/Actor_03/03-01-05-02-02-02-03.wav,RAVDESS,2.656,0,Negative
3,male,6,fearful,Data/Processed_Audio/Actor_03/03-01-06-01-01-01-03.wav,RAVDESS,1.92,0,Negative
3,male,6,fearful,Data/Processed_Audio/Actor_03/03-01-06-01-01-02-03.wav,RAVDESS,1.952,0,Negative
3,male,6,fearful,Data/Processed_Audio/Actor_03/03-01-06-01-02-01-03.wav,RAVDESS,1.632,0,Negative
3,male,6,fearful,Data/Processed_Audio/Actor_03/03-01-06-01-02-02-03.wav,RAVDESS,2.016,0,Negative
3,male,6,fearful,Data/Processed_Audio/Actor_03/03-01-06-02-01-01-03.wav,RAVDESS,2.624,0,Negative
3,male,6,fearful,Data/Processed_Audio/Actor_03/03-01-06-02-01-02-03.wav,RAVDESS,2.144,0,Negative
3,male,6,fearful,Data/Processed_Audio/Actor_03/03-01-06-02-02-01-03.wav,RAVDESS,1.888,0,Negative
3,male,6,fearful,Data/Processed_Audio/Actor_03/03-01-06-02-02-02-03.wav,RAVDESS,1.536,0,Negative
3,male,7,disgust,Data/Processed_Audio/Actor_03/03-01-07-01-01-01-03.wav,RAVDESS,2.144,0,Negative
3,male,7,disgust,Data/Processed_Audio/Actor_03/03-01-07-01-01-02-03.wav,RAVDESS,2.016,0,Negative
3,male,7,disgust,Data/Processed_Audio/Actor_03/03-01-07-01-02-01-03.wav,RAVDESS,1.92,0,Negative
3,male,7,disgust,Data/Processed_Audio/Actor_03/03-01-07-01-02-02-03.wav,RAVDESS,2.08,0,Negative
3,male,7,disgust,Data/Processed_Audio/Actor_03/03-01-07-02-01-01-03.wav,RAVDESS,2.304,0,Negative
3,male,7,disgust,Data/Processed_Audio/Actor_03/03-01-07-02-01-02-03.wav,RAVDESS,2.624,0,Negative
3,male,7,disgust,Data/Processed_Audio/Actor_03/03-01-07-02-02-01-03.wav,RAVDESS,2.976,0,Negative
3,male,7,disgust,Data/Processed_Audio/Actor_03/03-01-07-02-02-02-03.wav,RAVDESS,2.56,0,Negative
3,male,4,sad,Data/Processed_Audio/Actor_03/03-02-04-01-01-01-03.wav,RAVDESS,2.976,0,Negative
3,male,4,sad,Data/Processed_Audio/Actor_03/03-02-04-01-01-02-03.wav,RAVDESS,2.784,0,Negative
3,male,4,sad,Data/Processed_Audio/Actor_03/03-02-04-01-02-01-03.wav,RAVDESS,3.616,0,Negative
3,male,4,sad,Data/Processed_Audio/Actor_03/03-02-04-01-02-02-03.wav,RAVDESS,3.104,0,Negative
3,male,4,sad,Data/Processed_Audio/Actor_03/03-02-04-02-01-01-03.wav,RAVDESS,3.584,0,Negative
3,male,4,sad,Data/Processed_Audio/Actor_03/03-02-04-02-01-02-03.wav,RAVDESS,3.856,0,Negative
3,male,4,sad,Data/Processed_Audio/Actor_03/03-02-04-02-02-01-03.wav,RAVDESS,3.488,0,Negative
3,male,4,sad,Data/Processed_Audio/Actor_03/03-02-04-02-02-02-03.wav,RAVDESS,3.456,0,Negative
3,male,5,angry,Data/Processed_Audio/Actor_03/03-02-05-01-01-01-03.wav,RAVDESS,2.592,0,Negative
3,male,5,angry,Data/Processed_Audio/Actor_03/03-02-05-01-01-02-03.wav,RAVDESS,2.688,0,Negative
3,male,5,angry,Data/Processed_Audio/Actor_03/03-02-05-01-02-01-03.wav,RAVDESS,3.008,0,Negative
3,male,5,angry,Data/Processed_Audio/Actor_03/03-02-05-01-02-02-03.wav,RAVDESS,2.688,0,Negative
3,male,5,angry,Data/Processed_Audio/Actor_03/03-02-05-02-01-01-03.wav,RAVDESS,2.464,0,Negative
3,male,5,angry,Data/Processed_Audio/Actor_03/03-02-05-02-01-02-03.wav,RAVDESS,2.528,0,Negative
3,male,5,angry,Data/Processed_Audio/Actor_03/03-02-05-02-02-01-03.wav,RAVDESS,2.752,0,Negative
3,male,5,angry,Data/Processed_Audio/Actor_03/03-02-05-02-02-02-03.wav,RAVDESS,2.624,0,Negative
3,male,6,fearful,Data/Processed_Audio/Actor_03/03-02-06-01-01-01-03.wav,RAVDESS,2.464,0,Negative
3,male,6,fearful,Data/Processed_Audio/Actor_03/03-02-06-01-01-02-03.wav,RAVDESS,3.456,0,Negative
3,male,6,fearful,Data/Processed_Audio/Actor_03/03-02-06-01-02-01-03.wav,RAVDESS,2.464,0,Negative
3,male,6,fearful,Data/Processed_Audio/Actor_03/03-02-06-01-02-02-03.wav,RAVDESS,2.528,0,Negative
3,male,6,fearful,Data/Processed_Audio/Actor_03/03-02-06-02-01-01-03.wav,RAVDESS,4.0,0,Negative
3,male,6,fearful,Data/Processed_Audio/Actor_03/03-02-06-02-01-02-03.wav,RAVDESS,3.136,0,Negative
3,male,6,fearful,Data/Processed_Audio/Actor_03/03-02-06-02-02-01-03.wav,RAVDESS,2.304,0,Negative
3,male,6,fearful,Data/Processed_Audio/Actor_03/03-02-06-02-02-02-03.wav,RAVDESS,3.712,0,Negative
4,female,4,sad,Data/Processed_Audio/Actor_04/03-01-04-01-01-01-04.wav,RAVDESS,1.472,0,Negative
4,female,4,sad,Data/Processed_Audio/Actor_04/03-01-04-01-01-02-04.wav,RAVDESS,1.44,0,Negative
4,female,4,sad,Data/Processed_Audio/Actor_04/03-01-04-01-02-01-04.wav,RAVDESS,1.504,0,Negative
4,female,4,sad,Data/Processed_Audio/Actor_04/03-01-04-01-02-02-04.wav,RAVDESS,1.536,0,Negative
4,female,4,sad,Data/Processed_Audio/Actor_04/03-01-04-02-01-01-04.wav,RAVDESS,1.696,0,Negative
4,female,4,sad,Data/Processed_Audio/Actor_04/03-01-04-02-01-02-04.wav,RAVDESS,1.728,0,Negative
4,female,4,sad,Data/Processed_Audio/Actor_04/03-01-04-02-02-01-04.wav,RAVDESS,1.76,0,Negative
4,female,4,sad,Data/Processed_Audio/Actor_04/03-01-04-02-02-02-04.wav,RAVDESS,2.016,0,Negative
4,female,5,angry,Data/Processed_Audio/Actor_04/03-01-05-01-01-01-04.wav,RAVDESS,1.696,0,Negative
4,female,5,angry,Data/Processed_Audio/Actor_04/03-01-05-01-01-02-04.wav,RAVDESS,1.632,0,Negative
4,female,5,angry,Data/Processed_Audio/Actor_04/03-01-05-01-02-01-04.wav,RAVDESS,1.504,0,Negative
4,female,5,angry,Data/Processed_Audio/Actor_04/03-01-05-01-02-02-04.wav,RAVDESS,1.792,0,Negative
4,female,5,angry,Data/Processed_Audio/Actor_04/03-01-05-02-01-01-04.wav,RAVDESS,1.696,0,Negative
4,female,5,angry,Data/Processed_Audio/Actor_04/03-01-05-02-01-02-04.wav,RAVDESS,1.856,0,Negative
4,female,5,angry,Data/Processed_Audio/Actor_04/03-01-05-02-02-01-04.wav,RAVDESS,1.696,0,Negative
4,female,5,angry,Data/Processed_Audio/Actor_04/03-01-05-02-02-02-04.wav,RAVDESS,1.888,0,Negative
4,female,6,fearful,Data/Processed_Audio/Actor_04/03-01-06-01-01-01-04.wav,RAVDESS,1.344,0,Negative
4,female,6,fearful,Data/Processed_Audio/Actor_04/03-01-06-01-01-02-04.wav,RAVDESS,1.312,0,Negative
4,female,6,fearful,Data/Processed_Audio/Actor_04/03-01-06-01-02-01-04.wav,RAVDESS,1.44,0,Negative
4,female,6,fearful,Data/Processed_Audio/Actor_04/03-01-06-01-02-02-04.wav,RAVDESS,1.44,0,Negative
4,female,6,fearful,Data/Processed_Audio/Actor_04/03-01-06-02-01-01-04.wav,RAVDESS,2.048,0,Negative
4,female,6,fearful,Data/Processed_Audio/Actor_04/03-01-06-02-01-02-04.wav,RAVDESS,1.344,0,Negative
4,female,6,fearful,Data/Processed_Audio/Actor_04/03-01-06-02-02-01-04.wav,RAVDESS,1.536,0,Negative
4,female,6,fearful,Data/Processed_Audio/Actor_04/03-01-06-02-02-02-04.wav,RAVDESS,1.536,0,Negative
4,female,7,disgust,Data/Processed_Audio/Actor_04/03-01-07-01-01-01-04.wav,RAVDESS,1.952,0,Negative
4,female,7,disgust,Data/Processed_Audio/Actor_04/03-01-07-01-01-02-04.wav,RAVDESS,1.92,0,Negative
4,female,7,disgust,Data/Processed_Audio/Actor_04/03-01-07-01-02-01-04.wav,RAVDESS,1.824,0,Negative
4,female,7,disgust,Data/Processed_Audio/Actor_04/03-01-07-01-02-02-04.wav,RAVDESS,1.792,0,Negative
4,female,7,disgust,Data/Processed_Audio/Actor_04/03-01-07-02-01-01-04.wav,RAVDESS,1.984,0,Negative
4,female,7,disgust,Data/Processed_Audio/Actor_04/03-01-07-02-01-02-04.wav,RAVDESS,1.952,0,Negative
4,female,7,disgust,Data/Processed_Audio/Actor_04/03-01-07-02-02-01-04.wav,RAVDESS,1.888,0,Negative
4,female,7,disgust,Data/Processed_Audio/Actor_04/03-01-07-02-02-02-04.wav,RAVDESS,1.92,0,Negative
4,female,4,sad,Data/Processed_Audio/Actor_04/03-02-04-01-01-01-04.wav,RAVDESS,2.56,0,Negative
4,female,4,sad,Data/Processed_Audio/Actor_04/03-02-04-01-01-02-04.wav,RAVDESS,2.656,0,Negative
4,female,4,sad,Data/Processed_Audio/Actor_04/03-02-04-01-02-01-04.wav,RAVDESS,2.464,0,Negative
4,female,4,sad,Data/Processed_Audio/Actor_04/03-02-04-01-02-02-04.wav,RAVDESS,2.688,0,Negative
4,female,4,sad,Data/Processed_Audio/Actor_04/03-02-04-02-01-01-04.wav,RAVDESS,2.24,0,Negative
4,female,4,sad,Data/Processed_Audio/Actor_04/03-02-04-02-01-02-04.wav,RAVDESS,2.272,0,Negative
4,female,4,sad,Data/Processed_Audio/Actor_04/03-02-04-02-02-01-04.wav,RAVDESS,2.304,0,Negative
4,female,4,sad,Data/Processed_Audio/Actor_04/03-02-04-02-02-02-04.wav,RAVDESS,2.336,0,Negative
4,female,5,angry,Data/Processed_Audio/Actor_04/03-02-05-01-01-01-04.wav,RAVDESS,2.08,0,Negative
4,female,5,angry,Data/Processed_Audio/Actor_04/03-02-05-01-01-02-04.wav,RAVDESS,2.08,0,Negative
4,female,5,angry,Data/Processed_Audio/Actor_04/03-02-05-01-02-01-04.wav,RAVDESS,2.08,0,Negative
4,female,5,angry,Data/Processed_Audio/Actor_04/03-02-05-01-02-02-04.wav,RAVDESS,2.048,0,Negative
4,female,5,angry,Data/Processed_Audio/Actor_04/03-02-05-02-01-01-04.wav,RAVDESS,2.048,0,Negative
4,female,5,angry,Data/Processed_Audio/Actor_04/03-02-05-02-01-02-04.wav,RAVDESS,2.048,0,Negative
4,female,5,angry,Data/Processed_Audio/Actor_04/03-02-05-02-02-01-04.wav,RAVDESS,2.08,0,Negative
4,female,5,angry,Data/Processed_Audio/Actor_04/03-02-05-02-02-02-04.wav,RAVDESS,2.08,0,Negative
4,female,6,fearful,Data/Processed_Audio/Actor_04/03-02-06-01-01-01-04.wav,RAVDESS,2.304,0,Negative
4,female,6,fearful,Data/Processed_Audio/Actor_04/03-02-06-01-01-02-04.wav,RAVDESS,2.24,0,Negative
4,female,6,fearful,Data/Processed_Audio/Actor_04/03-02-06-01-02-01-04.wav,RAVDESS,1.984,0,Negative
4,female,6,fearful,Data/Processed_Audio/Actor_04/03-02-06-01-02-02-04.wav,RAVDESS,2.112,0,Negative
4,female,6,fearful,Data/Processed_Audio/Actor_04/03-02-06-02-01-01-04.wav,RAVDESS,2.336,0,Negative
4,female,6,fearful,Data/Processed_Audio/Actor_04/03-02-06-02-01-02-04.wav,RAVDESS,2.272,0,Negative
4,female,6,fearful,Data/Processed_Audio/Actor_04/03-02-06-02-02-01-04.wav,RAVDESS,2.304,0,Negative
4,female,6,fearful,Data/Processed_Audio/Actor_04/03-02-06-02-02-02-04.wav,RAVDESS,1.92,0,Negative
5,male,4,sad,Data/Processed_Audio/Actor_05/03-01-04-01-01-01-05.wav,RAVDESS,1.696,0,Negative
5,male,4,sad,Data/Processed_Audio/Actor_05/03-01-04-01-01-02-05.wav,RAVDESS,1.792,0,Negative
5,male,4,sad,Data/Processed_Audio/Actor_05/03-01-04-01-02-01-05.wav,RAVDESS,1.28,0,Negative
5,male,4,sad,Data/Processed_Audio/Actor_05/03-01-04-01-02-02-05.wav,RAVDESS,1.92,0,Negative
5,male,4,sad,Data/Processed_Audio/Actor_05/03-01-04-02-01-01-05.wav,RAVDESS,1.664,0,Negative
5,male,4,sad,Data/Processed_Audio/Actor_05/03-01-04-02-01-02-05.wav,RAVDESS,1.44,0,Negative
